,Field,Dataset,Product,Obj__Id,Moisture__,Yield
3680,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3680,14,177.7134
3681,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3681,14,222.6182
3682,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3682,13.7,238.4125
3683,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3683,22.6,242.7064
3684,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3684,30.3,197.1911
3685,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3685,33.5,225.04
3686,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3686,34.3,209.5239
3687,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3687,32,223.0692
3688,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3688,30.8,239.4976
3689,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3689,30.2,247.5073
3690,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3690,29.9,231.5986
3691,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3691,30.5,230.0551
3692,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3692,30.1,219.5002
3693,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3693,31.5,193.7584
3694,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3694,31.5,204.7915
3695,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3695,31,155.2529
3696,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3696,30.7,138.646
3697,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3697,30.6,137.5687
3698,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3698,32.1,91.9294
3699,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3699,32.7,63.3992
3700,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3700,33,52.6158
3701,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3701,30.8,24.7613
3702,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3702,33.7,13.7263
3703,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3703,34.2,14.6488
3704,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3704,31.9,36.1636
3705,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3705,31.9,68.5451
3706,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3706,33.4,97.3327
3707,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3707,33.9,120.8504
3708,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3708,32.2,160.9524
3709,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3709,31,196.0532
3710,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3710,30.3,228.049
3711,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3711,30.4,227.7822
3712,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3712,30.8,241.5484
3713,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3713,32,226.8732
3714,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3714,30.7,243.3199
3715,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3715,29.7,251.6051
3716,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3716,29.5,253.8146
3717,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3717,29.4,239.9362
3718,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3718,29.5,230.3055
3719,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3719,29.1,228.0102
3720,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3720,28.8,213.839
3721,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3721,29.9,217.5154
3722,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3722,31.2,194.6017
3723,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3723,30.2,198.1537
3724,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3724,29.1,188.6085
3725,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3725,28.8,204.7081
3726,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3726,30.1,163.1407
3727,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3727,31.3,189.8493
3728,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3728,31.3,185.0086
3729,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3729,29.3,200.5296
3730,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3730,28.7,211.8108
3731,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3731,29.1,210.3619
3732,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3732,29.6,232.4745
3733,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3733,31,208.5619
3734,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3734,30.4,213.219
3735,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3735,29.3,215.9739
3736,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3736,29.3,233.2415
3737,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3737,28.5,200.4635
3738,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3738,30.1,210.2145
3739,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3739,30.1,199.5008
3740,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3740,29,189.7058
3741,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3741,29,205.1702
3742,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3742,30.2,207.2389
3743,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3743,31.5,216.3611
3744,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3744,31.1,196.4772
3745,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3745,30.2,194.4556
3746,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3746,29.4,222.174
3747,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3747,28.9,243.7384
3748,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3748,28.7,230.9538
3749,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3749,30.1,206.6831
3750,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3750,31.2,228.3586
3751,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3751,29.1,221.015
3752,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3752,28.5,227.6978
3753,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3753,27.9,221.4934
3754,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3754,27.8,239.8141
3755,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3755,27.8,260.9104
3756,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3756,29.2,249.2537
3757,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3757,30.6,237.929
3758,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3758,29.7,219.9593
3759,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3759,29,249.9622
3760,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3760,28.4,212.0486
3761,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3761,28.5,247.6883
3762,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3762,29.2,239.635
3763,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3763,30.5,246.2475
3764,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3764,30.8,234.352
3765,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3765,30,222.2821
3766,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3766,29,232.4618
3767,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3767,29.5,229.9269
3768,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3768,29,243.1044
3769,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3769,30.3,233.3556
3770,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3770,31.6,218.9531
3771,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3771,30.5,209.0013
3772,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3772,30.6,209.5626
3773,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3773,30.7,206.7401
3774,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3774,30.2,213.6972
3775,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3775,31.4,192.6997
3776,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3776,32.6,201.9538
3777,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3777,31.3,210.3448
3778,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3778,30.1,201.8623
3779,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3779,30.7,211.4127
3780,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3780,30.7,209.2508
3781,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3781,32.4,205.2647
3782,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3782,32.7,194.6937
3783,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3783,31.3,204.6627
3784,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3784,31.3,196.3246
3785,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3785,31.1,210.1203
3786,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3786,31.1,209.3127
3787,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3787,30.8,221.1069
3788,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3788,30.5,231.374
3789,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3789,30.5,214.8093
3790,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3790,31.5,206.6645
3791,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3791,33.3,210.7176
3792,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3792,33.3,205.4813
3793,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3793,31,226.9722
3794,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3794,31.4,225.7544
3795,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3795,31,234.4668
3796,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3796,30.9,229.2357
3797,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3797,30.6,243.9187
3798,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3798,31,232.2556
3799,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3799,31,252.7546
3800,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3800,30.9,251.8203
3801,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3801,30.6,251.3859
3802,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3802,30.3,261.6391
3803,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3803,30.2,259.5235
3804,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3804,29.8,260.1629
3805,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3805,30.5,237.4478
3806,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3806,31.2,231.4036
3807,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3807,32.1,230.37
3808,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3808,30.3,233.7843
3809,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3809,30.3,246.125
3810,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3810,30.7,242.4368
3811,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3811,30.2,248.3964
3812,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3812,30.5,258.4756
3813,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3813,29.9,259.8995
3814,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3814,30.6,254.6061
3815,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3815,30.7,253.1634
3816,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3816,30.6,242.0815
3817,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3817,30.4,262.1994
3818,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3818,30.2,276.5597
3819,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3819,30.2,268.565
3820,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3820,30.4,292.198
3821,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3821,30.4,292.198
3822,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3822,30.4,268.1728
3823,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3823,31.9,281.9927
3824,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3824,31.9,281.9927
3825,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3825,31.9,281.9927
3826,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3826,31.9,281.9927
3827,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3827,31.9,246.7436
3828,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3828,31.9,228.5276
3829,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3829,31,244.4371
3830,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3830,30.4,215.6546
3831,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3831,30.1,141.0109
3832,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3832,30.3,49.3098
3833,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3833,33.5,63.3331
3834,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3834,33.9,123.3029
3835,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3835,34.2,129.4699
3836,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3836,34.3,154.873
3837,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3837,31.4,149.6827
3838,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3838,30.4,159.1831
3839,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3839,31.4,158.4566
3840,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3840,32.2,170.672
3841,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3841,31.3,179.8431
3842,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3842,29.8,197.7945
3843,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3843,30.8,204.0486
3844,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3844,31.8,173.3562
3845,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3845,31.8,201.3691
3846,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3846,30.2,213.3576
3847,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3847,30.8,232.8143
3848,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3848,31.6,219.9216
3849,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3849,31.2,218.731
3850,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3850,31,224.9816
3851,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3851,30.7,230.7429
3852,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3852,30.3,235.2475
3853,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3853,31.5,222.951
3854,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3854,32.4,230.5583
3855,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3855,30.9,229.9236
3856,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3856,30.7,254.7284
3857,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3857,30.3,247.1729
3858,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3858,29.4,258.571
3859,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3859,31.6,255.3931
3860,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3860,31.9,243.8914
3861,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3861,30.5,247.98
3862,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3862,30.3,249.3394
3863,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3863,30.4,263.9248
3864,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3864,30.8,256.5241
3865,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3865,32.1,251.2493
3866,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3866,31.9,245.8527
3867,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3867,30.6,249.9029
3868,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3868,30.5,258.3133
3869,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3869,30.6,247.1782
3870,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3870,31.1,245.9411
3871,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3871,32,226.6217
3872,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3872,30.7,236.818
3873,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3873,30.6,226.9211
3874,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3874,30.5,245.9084
3875,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3875,31.1,237.8698
3876,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3876,31.7,251.928
3877,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3877,30.9,253.2303
3878,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3878,30.4,263.5532
3879,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3879,30.4,259.7082
3880,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3880,31.6,235.1629
3881,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3881,32.2,246.3696
3882,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3882,30.8,236.4294
3883,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3883,30.6,259.4981
3884,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3884,30.7,251.1145
3885,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3885,30.4,247.6384
3886,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3886,29.9,255.2776
3887,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3887,30.7,252.0411
3888,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3888,31.7,233.6407
3889,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3889,31.4,231.714
3890,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3890,30.4,244.6997
3891,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3891,29.8,239.8963
3892,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3892,30,263.196
3893,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3893,29.6,238.2411
3894,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3894,29.5,252.0581
3895,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3895,31,243.3997
3896,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3896,30.8,248.7736
3897,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3897,30.8,259.6399
3898,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3898,30.3,255.1848
3899,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3899,29.3,267.3189
3900,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3900,28.7,259.8134
3901,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3901,29,274.7738
3902,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3902,29.8,250.2112
3903,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3903,30.8,244.383
3904,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3904,29.5,243.4276
3905,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3905,28.3,259.9964
3906,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3906,28.1,263.7246
3907,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3907,28,265.4295
3908,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3908,28.5,272.2336
3909,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3909,30,242.7064
3910,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3910,28.8,256.2389
3911,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3911,27.8,252.521
3912,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3912,27.7,272.9547
3913,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3913,27.9,264.789
3914,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3914,29.6,252.9939
3915,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3915,30.4,238.2086
3916,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3916,28.8,227.0752
3917,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3917,28.4,236.8556
3918,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3918,28.2,234.2785
3919,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3919,29.2,234.5428
3920,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3920,30.6,226.4952
3921,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3921,30,227.3538
3922,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3922,29,243.3333
3923,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3923,28.7,235.7521
3924,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3924,30.1,232.839
3925,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3925,31,211.2664
3926,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3926,29.3,217.0683
3927,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3927,28.7,213.8521
3928,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3928,28.1,235.8432
3929,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3929,28.7,230.2494
3930,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3930,30.1,213.8638
3931,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3931,29.6,198.224
3932,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3932,28.4,206.1692
3933,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3933,30,210.0988
3934,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3934,30.8,184.5974
3935,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3935,29.4,181.6314
3936,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3936,29,177.6702
3937,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3937,30.8,178.5282
3938,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3938,31.6,172.7895
3939,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3939,31.1,193.0574
3940,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3940,29.3,208.9174
3941,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3941,28.1,207.045
3942,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3942,29.3,207.4553
3943,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3943,30.8,201.4042
3944,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3944,29.1,209.7199
3945,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3945,29,204.1209
3946,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3946,30.5,216.8085
3947,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3947,30,204.3301
3948,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3948,28.2,206.767
3949,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3949,29.7,211.3782
3950,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3950,30.9,193.2476
3951,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3951,31.3,204.5004
3952,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3952,30,209.695
3953,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3953,29.6,225.1008
3954,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3954,30.6,216.7282
3955,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3955,31.4,211.8408
3956,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3956,29.8,215.2563
3957,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3957,29.1,216.3546
3958,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3958,30,232.0907
3959,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3959,31.3,221.6876
3960,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,3960,31.3,243.0462
